Worker,Colony,Worker,Species,Task,Femur,Tibia,Thorax,Scape,Head Width,Head Height,Log_Femur,Log_HW ,Log_Tibia,Log_Scape,Log_HH,Log_Thorax,Group
KFSC18W22,KFSC18,22,Formica obscuriventris,PF,2.042,1.964,2.539,1.559,1.728,1.934,0.310055738,0.237543738,0.293141483,0.192846115,0.28645647,0.404662701,Mound-building
KFSC18W23,KFSC18,23,Formica obscuriventris,PF,2.018,2.105,2.322,1.577,1.668,1.823,0.304921162,0.222196046,0.3232521,0.197831693,0.260786669,0.365862215,Mound-building
KFSC18W24,KFSC18,24,Formica obscuriventris,PF,2.051,2.036,2.463,1.591,1.71,1.81,0.31196566,0.23299611,0.308777774,0.20167018,0.257678575,0.391464412,Mound-building
NHIC3W5,NHIC3,5,Formica obscuriventris,HC,1.46,1.515,1.74,1.197,1.221,1.386,0.164352856,0.086715664,0.180412633,0.07809415,0.14176323,0.240549248,Mound-building
NHIC3W7,NHIC3,7,Formica obscuriventris,HC,1.615,1.741,2.208,1.25,1.39,1.532,0.208172527,0.1430148,0.240798771,0.096910013,0.185258765,0.343999069,Mound-building
NHIC3W8,NHIC3,8,Formica obscuriventris,HC,1.427,1.577,1.858,1.19,1.242,1.393,0.154423973,0.094121596,0.197831693,0.075546961,0.143951116,0.26904571,Mound-building
NHIC3W9,NHIC3,9,Formica obscuriventris,HC,1.402,1.38,1.758,1.146,1.188,1.311,0.146748014,0.074816441,0.139879086,0.059184618,0.117602692,0.245018871,Mound-building
NHIC3W27,NHIC3,27,Formica obscuriventris,HC,1.85,1.889,2.401,1.454,1.646,1.774,0.267171728,0.216429831,0.276231958,0.162564407,0.248953615,0.38039216,Mound-building
NHIC3W10,NHIC3,10,Formica obscuriventris,NB,2.194,2.3,2.814,1.702,1.937,2.085,0.341236623,0.287129621,0.361727836,0.230959556,0.319106059,0.449324093,Mound-building
NHIC3W12,NHIC3,12,Formica obscuriventris,NB,2.189,2.288,2.821,1.677,1.992,2.069,0.340245762,0.299289334,0.35945602,0.224533063,0.315760491,0.450403086,Mound-building
NHIC3W14,NHIC3,14,Formica obscuriventris,NB,2.027,2.098,2.447,1.613,1.866,1.982,0.306853749,0.270911639,0.321805484,0.207634367,0.29710365,0.388633969,Mound-building
NHIC3W16,NHIC3,16,Formica obscuriventris,NB,2.065,2.117,2.498,1.539,1.805,1.889,0.314920056,0.256477206,0.325720858,0.18723862,0.276231958,0.397592434,Mound-building
NHIC3W28,NHIC3,28,Formica obscuriventris,NB,1.702,1.736,2.181,1.428,1.5,1.652,0.230959556,0.176091259,0.239549721,0.154728207,0.218010043,0.338655666,Mound-building
NHIC3W19,NHIC3,19,Formica obscuriventris,PF,1.748,1.828,2.281,1.438,1.597,1.741,0.242541428,0.203304916,0.261976191,0.157758886,0.240798771,0.358125285,Mound-building
NHIC3W20,NHIC3,20,Formica obscuriventris,PF,1.578,1.73,2.093,1.348,1.414,1.578,0.198106999,0.150449409,0.238046103,0.129689892,0.198106999,0.320769228,Mound-building
NHIC3W22,NHIC3,22,Formica obscuriventris,PF,1.999,2.087,2.481,1.578,1.756,1.882,0.300812794,0.244524512,0.319522449,0.198106999,0.274619619,0.394626764,Mound-building
NHIC3W23,NHIC3,23,Formica obscuriventris,PF,1.798,1.905,2.29,1.56,1.638,1.779,0.254789687,0.214313897,0.27989498,0.193124598,0.250175948,0.359835482,Mound-building
NHIC3W24,NHIC3,24,Formica obscuriventris,PF,1.517,1.533,1.906,1.253,1.346,1.465,0.180985581,0.12904506,0.185542155,0.097951071,0.165837625,0.280122896,Mound-building
SYLC19W6,SYLC19,,Formica obscuriventris,HC,,,,,1.609,,,,,,,,Mound-building
KFSC23W3,KFSC23,,Formica obscuriventris,HC,,,,,1.429,,,,,,,,Mound-building
KFSC23W4,KFSC23,,Formica obscuriventris,HC,,,,,1.714,,,,,,,,Mound-building
KFSC23W5,KFSC23,,Formica obscuriventris,HC,,,,,1.256,,,,,,,,Mound-building
KFSC23W6,KFSC23,,Formica obscuriventris,HC,,,,,1.494,,,,,,,,Mound-building
KFSC23W7,KFSC23,,Formica obscuriventris,HC,,,,,1.665,,,,,,,,Mound-building
KFSC23W8,KFSC23,,Formica obscuriventris,HC,,,,,1.862,,,,,,,,Mound-building
KFSC23W9,KFSC23,,Formica obscuriventris,HC,,,,,1.522,,,,,,,,Mound-building
KFSC23W12,KFSC23,,Formica obscuriventris,NB,,,,,1.894,,,,,,,,Mound-building
KFSC23W13,KFSC23,,Formica obscuriventris,NB,,,,,1.794,,,,,,,,Mound-building
KFSC23W14,KFSC23,,Formica obscuriventris,NB,,,,,1.678,,,,,,,,Mound-building
KFSC23W15,KFSC23,,Formica obscuriventris,NB,,,,,1.796,,,,,,,,Mound-building
KFSC23W16,KFSC23,,Formica obscuriventris,NB,,,,,1.711,,,,,,,,Mound-building
KFSC23W17,KFSC23,,Formica obscuriventris,NB,,,,,1.794,,,,,,,,Mound-building
KFSC23W18,KFSC23,,Formica obscuriventris,NB,,,,,1.79,,,,,,,,Mound-building
KFSC23W19,KFSC23,,Formica obscuriventris,NB,,,,,1.823,,,,,,,,Mound-building
KFSC23W25,KFSC23,,Formica obscuriventris,PF,,,,,1.963,,,,,,,,Mound-building
KFSC23W52,KFSC23,,Formica obscuriventris,PF,,,,,1.947,,,,,,,,Mound-building
KFSC23W53,KFSC23,,Formica obscuriventris,PF,,,,,1.79,,,,,,,,Mound-building
KFSC23W54,KFSC23,,Formica obscuriventris,PF,,,,,1.933,,,,,,,,Mound-building
KFSC23W55,KFSC23,,Formica obscuriventris,PF,,,,,1.966,,,,,,,,Mound-building
KFSC23W56,KFSC23,,Formica obscuriventris,PF,,,,,1.966,,,,,,,,Mound-building
KFSC23W57,KFSC23,,Formica obscuriventris,PF,,,,,1.693,,,,,,,,Mound-building
KFSC23W58,KFSC23,,Formica obscuriventris,PF,,,,,1.816,,,,,,,,Mound-building
KFSC24W2,KFSC24,,Formica obscuriventris,HC,,,,,1.453,,,,,,,,Mound-building
KFSC24W3,KFSC24,,Formica obscuriventris,HC,,,,,1.286,,,,,,,,Mound-building
KFSC24W4,KFSC24,,Formica obscuriventris,HC,,,,,1.831,,,,,,,,Mound-building
KFSC24W5,KFSC24,,Formica obscuriventris,HC,,,,,1.328,,,,,,,,Mound-building
KFSC24W6,KFSC24,,Formica obscuriventris,HC,,,,,1.326,,,,,,,,Mound-building
KFSC24W7,KFSC24,,Formica obscuriventris,HC,,,,,1.369,,,,,,,,Mound-building
KFSC24W8,KFSC24,,Formica obscuriventris,HC,,,,,1.671,,,,,,,,Mound-building
KFSC24W9,KFSC24,,Formica obscuriventris,HC,,,,,1.139,,,,,,,,Mound-building
KFSC24W10,KFSC24,,Formica obscuriventris,HC,,,,,1.399,,,,,,,,Mound-building
KFSC24W11,KFSC24,,Formica obscuriventris,HC,,,,,1.214,,,,,,,,Mound-building
KFSC24W12,KFSC24,,Formica obscuriventris,NB,,,,,1.947,,,,,,,,Mound-building
KFSC24W13,KFSC24,,Formica obscuriventris,NB,,,,,1.839,,,,,,,,Mound-building
KFSC24W14,KFSC24,,Formica obscuriventris,NB,,,,,1.822,,,,,,,,Mound-building
KFSC24W15,KFSC24,,Formica obscuriventris,NB,,,,,1.498,,,,,,,,Mound-building
KFSC24W16,KFSC24,,Formica obscuriventris,NB,,,,,1.563,,,,,,,,Mound-building
KFSC24W17,KFSC24,,Formica obscuriventris,NB,,,,,1.949,,,,,,,,Mound-building
KFSC24W18,KFSC24,,Formica obscuriventris,NB,,,,,1.655,,,,,,,,Mound-building
KFSC24W19,KFSC24,,Formica obscuriventris,NB,,,,,1.739,,,,,,,,Mound-building
KFSC24W20,KFSC24,,Formica obscuriventris,PF,,,,,1.843,,,,,,,,Mound-building
KFSC24W21,KFSC24,,Formica obscuriventris,PF,,,,,1.808,,,,,,,,Mound-building
KFSC24W22,KFSC24,,Formica obscuriventris,PF,,,,,1.761,,,,,,,,Mound-building
KFSC24W23,KFSC24,,Formica obscuriventris,PF,,,,,1.831,,,,,,,,Mound-building
KFSC24W24,KFSC24,,Formica obscuriventris,PF,,,,,1.744,,,,,,,,Mound-building
KFSC24W25,KFSC24,,Formica obscuriventris,PF,,,,,1.861,,,,,,,,Mound-building
KFSC24W26,KFSC24,,Formica obscuriventris,PF,,,,,1.865,,,,,,,,Mound-building
KFSC24W27,KFSC24,,Formica obscuriventris,PF,,,,,1.857,,,,,,,,Mound-building
KFSC18W2,KFSC18,,Formica obscuriventris,HC,,,,,1.36,,,,,,,,Mound-building
KFSC18W3,KFSC18,,Formica obscuriventris,HC,,,,,1.148,,,,,,,,Mound-building
KFSC18W4,KFSC18,,Formica obscuriventris,HC,,,,,1.163,,,,,,,,Mound-building
KFSC18W5,KFSC18,,Formica obscuriventris,HC,,,,,1.2,,,,,,,,Mound-building
KFSC18W6,KFSC18,,Formica obscuriventris,HC,,,,,1.187,,,,,,,,Mound-building
KFSC18W7,KFSC18,,Formica obscuriventris,HC,,,,,1.03,,,,,,,,Mound-building
KFSC18W8,KFSC18,,Formica obscuriventris,HC,,,,,1.174,,,,,,,,Mound-building
KFSC18W9,KFSC18,,Formica obscuriventris,HC,,,,,1.013,,,,,,,,Mound-building
KFSC18W10,KFSC18,,Formica obscuriventris,NB,,,,,1.61,,,,,,,,Mound-building
KFSC18W11,KFSC18,,Formica obscuriventris,NB,,,,,1.453,,,,,,,,Mound-building
KFSC18W12,KFSC18,,Formica obscuriventris,NB,,,,,1.375,,,,,,,,Mound-building
KFSC18W13,KFSC18,,Formica obscuriventris,NB,,,,,1.614,,,,,,,,Mound-building
KFSC18W14,KFSC18,,Formica obscuriventris,NB,,,,,1.594,,,,,,,,Mound-building
KFSC18W15,KFSC18,,Formica obscuriventris,NB,,,,,1.64,,,,,,,,Mound-building
KFSC18W16,KFSC18,,Formica obscuriventris,NB,,,,,1.729,,,,,,,,Mound-building
KFSC18W17,KFSC18,,Formica obscuriventris,NB,,,,,1.489,,,,,,,,Mound-building
KFSC18W18,KFSC18,,Formica obscuriventris,PF,,,,,1.45,,,,,,,,Mound-building
KFSC18W19,KFSC18,,Formica obscuriventris,PF,,,,,1.733,,,,,,,,Mound-building
KFSC18W20,KFSC18,,Formica obscuriventris,PF,,,,,1.854,,,,,,,,Mound-building
KFSC18W21,KFSC18,,Formica obscuriventris,PF,,,,,1.61,,,,,,,,Mound-building
KFSC18W22,KFSC18,,Formica obscuriventris,PF,,,,,1.712,,,,,,,,Mound-building
KFSC18W23,KFSC18,,Formica obscuriventris,PF,,,,,1.641,,,,,,,,Mound-building
KFSC18W24,KFSC18,,Formica obscuriventris,PF,,,,,1.686,,,,,,,,Mound-building
KFSC18W25,KFSC18,,Formica obscuriventris,PF,,,,,1.487,,,,,,,,Mound-building
BLAC5W2,BLAC5,,Formica obscuriventris,HC,,,,,1.724,,,,,,,,Mound-building
BLAC5W3,BLAC5,,Formica obscuriventris,HC,,,,,1.271,,,,,,,,Mound-building
BLAC5W4,BLAC5,,Formica obscuriventris,HC,,,,,1.057,,,,,,,,Mound-building
BLAC5W5,BLAC5,,Formica obscuriventris,HC,,,,,1.047,,,,,,,,Mound-building
BLAC5W6,BLAC5,,Formica obscuriventris,HC,,,,,1.46,,,,,,,,Mound-building
BLAC5W7,BLAC5,,Formica obscuriventris,HC,,,,,1.031,,,,,,,,Mound-building
BLAC5W8,BLAC5,,Formica obscuriventris,HC,,,,,1.129,,,,,,,,Mound-building
BLAC5W9,BLAC5,,Formica obscuriventris,HC,,,,,1.159,,,,,,,,Mound-building
BLAC5W10,BLAC5,,Formica obscuriventris,NB,,,,,1.786,,,,,,,,Mound-building
BLAC5W11,BLAC5,,Formica obscuriventris,NB,,,,,1.541,,,,,,,,Mound-building
BLAC5W12,BLAC5,,Formica obscuriventris,NB,,,,,1.529,,,,,,,,Mound-building
BLAC5W13,BLAC5,,Formica obscuriventris,NB,,,,,1.363,,,,,,,,Mound-building
BLAC5W14,BLAC5,,Formica obscuriventris,NB,,,,,1.539,,,,,,,,Mound-building
BLAC5W15,BLAC5,,Formica obscuriventris,NB,,,,,1.577,,,,,,,,Mound-building
BLAC5W16,BLAC5,,Formica obscuriventris,NB,,,,,1.773,,,,,,,,Mound-building
BLAC5W17,BLAC5,,Formica obscuriventris,NB,,,,,1.608,,,,,,,,Mound-building
BLAC5W18,BLAC5,,Formica obscuriventris,NB,,,,,1.205,,,,,,,,Mound-building
BLAC5W19,BLAC5,,Formica obscuriventris,PF,,,,,1.801,,,,,,,,Mound-building
BLAC5W20,BLAC5,,Formica obscuriventris,PF,,,,,1.83,,,,,,,,Mound-building
BLAC5W21,BLAC5,,Formica obscuriventris,PF,,,,,1.782,,,,,,,,Mound-building
BLAC5W22,BLAC5,,Formica obscuriventris,PF,,,,,1.845,,,,,,,,Mound-building
BLAC5W23,BLAC5,,Formica obscuriventris,PF,,,,,1.617,,,,,,,,Mound-building
BLAC5W24,BLAC5,,Formica obscuriventris,PF,,,,,1.503,,,,,,,,Mound-building
BLAC5W25,BLAC5,,Formica obscuriventris,PF,,,,,1.76,,,,,,,,Mound-building
BLAC5W27,BLAC5,,Formica obscuriventris,PF,,,,,1.707,,,,,,,,Mound-building
BLAC1W2,BLAC1,,Formica obscuriventris,HC,,,,,1.83,,,,,,,,Mound-building
BLAC1W3,BLAC1,,Formica obscuriventris,HC,,,,,1.203,,,,,,,,Mound-building
BLAC1W4,BLAC1,,Formica obscuriventris,HC,,,,,1.224,,,,,,,,Mound-building
BLAC1W5,BLAC1,,Formica obscuriventris,HC,,,,,1.615,,,,,,,,Mound-building
BLAC1W6,BLAC1,,Formica obscuriventris,HC,,,,,1.273,,,,,,,,Mound-building
BLAC1W7,BLAC1,,Formica obscuriventris,HC,,,,,1.127,,,,,,,,Mound-building
BLAC1W8,BLAC1,,Formica obscuriventris,HC,,,,,1.211,,,,,,,,Mound-building
BLAC1W9,BLAC1,,Formica obscuriventris,HC,,,,,1.209,,,,,,,,Mound-building
BLAC1W10,BLAC1,,Formica obscuriventris,NB,,,,,1.755,,,,,,,,Mound-building
BLAC1W11,BLAC1,,Formica obscuriventris,NB,,,,,1.817,,,,,,,,Mound-building
BLAC1W12,BLAC1,,Formica obscuriventris,NB,,,,,1.919,,,,,,,,Mound-building
BLAC1W13,BLAC1,,Formica obscuriventris,NB,,,,,1.79,,,,,,,,Mound-building
BLAC1W14,BLAC1,,Formica obscuriventris,NB,,,,,1.727,,,,,,,,Mound-building
BLAC1W15,BLAC1,,Formica obscuriventris,NB,,,,,1.865,,,,,,,,Mound-building
BLAC1W16,BLAC1,,Formica obscuriventris,NB,,,,,1.877,,,,,,,,Mound-building
BLAC1W17,BLAC1,,Formica obscuriventris,NB,,,,,1.878,,,,,,,,Mound-building
BLAC1W18,BLAC1,,Formica obscuriventris,NB,,,,,1.702,,,,,,,,Mound-building
BLAC1W19,BLAC1,,Formica obscuriventris,PF,,,,,1.821,,,,,,,,Mound-building
BLAC1W20,BLAC1,,Formica obscuriventris,PF,,,,,1.905,,,,,,,,Mound-building
BLAC1W21,BLAC1,,Formica obscuriventris,PF,,,,,1.8,,,,,,,,Mound-building
BLAC1W22,BLAC1,,Formica obscuriventris,PF,,,,,1.641,,,,,,,,Mound-building
BLAC1W23,BLAC1,,Formica obscuriventris,PF,,,,,1.856,,,,,,,,Mound-building
BLAC1W24,BLAC1,,Formica obscuriventris,PF,,,,,1.827,,,,,,,,Mound-building
BLAC1W25,BLAC1,,Formica obscuriventris,PF,,,,,1.694,,,,,,,,Mound-building
BLAC1W26,BLAC1,,Formica obscuriventris,PF,,,,,2.002,,,,,,,,Mound-building
NHIC3W2,NHIC3,,Formica obscuriventris,HC,,,,,1.185,,,,,,,,Mound-building
NHIC3W3,NHIC3,,Formica obscuriventris,HC,,,,,1.243,,,,,,,,Mound-building
NHIC3W4,NHIC3,,Formica obscuriventris,HC,,,,,1.229,,,,,,,,Mound-building
NHIC3W5,NHIC3,,Formica obscuriventris,HC,,,,,1.216,,,,,,,,Mound-building
NHIC3W6,NHIC3,,Formica obscuriventris,HC,,,,,1.365,,,,,,,,Mound-building
NHIC3W7,NHIC3,,Formica obscuriventris,HC,,,,,1.38,,,,,,,,Mound-building
NHIC3W8,NHIC3,,Formica obscuriventris,HC,,,,,1.23,,,,,,,,Mound-building
NHIC3W9,NHIC3,,Formica obscuriventris,HC,,,,,1.188,,,,,,,,Mound-building
NHIC3W10,NHIC3,,Formica obscuriventris,NB,,,,,1.934,,,,,,,,Mound-building
NHIC3W11,NHIC3,,Formica obscuriventris,NB,,,,,1.529,,,,,,,,Mound-building
NHIC3W12,NHIC3,,Formica obscuriventris,NB,,,,,1.994,,,,,,,,Mound-building
NHIC3W13,NHIC3,,Formica obscuriventris,NB,,,,,1.582,,,,,,,,Mound-building
NHIC3W14,NHIC3,,Formica obscuriventris,NB,,,,,1.869,,,,,,,,Mound-building
NHIC3W15,NHIC3,,Formica obscuriventris,NB,,,,,1.899,,,,,,,,Mound-building
NHIC3W16,NHIC3,,Formica obscuriventris,NB,,,,,1.803,,,,,,,,Mound-building
NHIC3W17,NHIC3,,Formica obscuriventris,NB,,,,,1.79,,,,,,,,Mound-building
NHIC3W18,NHIC3,,Formica obscuriventris,PF,,,,,1.523,,,,,,,,Mound-building
NHIC3W19,NHIC3,,Formica obscuriventris,PF,,,,,1.592,,,,,,,,Mound-building
NHIC3W20,NHIC3,,Formica obscuriventris,PF,,,,,1.413,,,,,,,,Mound-building
NHIC3W21,NHIC3,,Formica obscuriventris,PF,,,,,1.999,,,,,,,,Mound-building
NHIC3W22,NHIC3,,Formica obscuriventris,PF,,,,,1.752,,,,,,,,Mound-building
NHIC3W23,NHIC3,,Formica obscuriventris,PF,,,,,1.625,,,,,,,,Mound-building
NHIC3W24,NHIC3,,Formica obscuriventris,PF,,,,,1.352,,,,,,,,Mound-building
NHIC3W25,NHIC3,,Formica obscuriventris,PF,,,,,1.716,,,,,,,,Mound-building
KFSC11W2,KFSC11,,Formica obscuriventris,HC,,,,,1.455,,,,,,,,Mound-building
KFSC11W3,KFSC11,,Formica obscuriventris,HC,,,,,1.323,,,,,,,,Mound-building
KFSC11W4,KFSC11,,Formica obscuriventris,HC,,,,,1.521,,,,,,,,Mound-building
KFSC11W5,KFSC11,,Formica obscuriventris,HC,,,,,1.36,,,,,,,,Mound-building
KFSC11W6,KFSC11,,Formica obscuriventris,HC,,,,,1.404,,,,,,,,Mound-building
KFSC11W7,KFSC11,,Formica obscuriventris,HC,,,,,1.327,,,,,,,,Mound-building
KFSC11W8,KFSC11,,Formica obscuriventris,HC,,,,,1.362,,,,,,,,Mound-building
KFSC11W9,KFSC11,,Formica obscuriventris,HC,,,,,1.423,,,,,,,,Mound-building
KFSC11W10,KFSC11,,Formica obscuriventris,NB,,,,,1.599,,,,,,,,Mound-building
KFSC11W11,KFSC11,,Formica obscuriventris,NB,,,,,1.991,,,,,,,,Mound-building
KFSC11W12,KFSC11,,Formica obscuriventris,NB,,,,,1.903,,,,,,,,Mound-building
KFSC11W13,KFSC11,,Formica obscuriventris,NB,,,,,1.508,,,,,,,,Mound-building
KFSC11W14,KFSC11,,Formica obscuriventris,NB,,,,,1.763,,,,,,,,Mound-building
KFSC11W15,KFSC11,,Formica obscuriventris,NB,,,,,1.779,,,,,,,,Mound-building
KFSC11W16,KFSC11,,Formica obscuriventris,NB,,,,,1.731,,,,,,,,Mound-building
KFSC11W17,KFSC11,,Formica obscuriventris,NB,,,,,1.698,,,,,,,,Mound-building
KFSC10W2,KFSC10,,Formica obscuriventris,NB,,,,,1.945,,,,,,,,Mound-building
KFSC10W3,KFSC10,,Formica obscuriventris,NB,,,,,1.924,,,,,,,,Mound-building
KFSC10W4,KFSC10,,Formica obscuriventris,NB,,,,,1.614,,,,,,,,Mound-building
KFSC10W5,KFSC10,,Formica obscuriventris,NB,,,,,1.987,,,,,,,,Mound-building
KFSC10W6,KFSC10,,Formica obscuriventris,NB,,,,,1.98,,,,,,,,Mound-building
KFSC10W7,KFSC10,,Formica obscuriventris,NB,,,,,1.632,,,,,,,,Mound-building
KFSC10W8,KFSC10,,Formica obscuriventris,NB,,,,,1.78,,,,,,,,Mound-building
KFSC10W9,KFSC10,,Formica obscuriventris,NB,,,,,1.531,,,,,,,,Mound-building
KFSC10W10,KFSC10,,Formica obscuriventris,PF,,,,,1.916,,,,,,,,Mound-building
KFSC10W11,KFSC10,,Formica obscuriventris,PF,,,,,1.668,,,,,,,,Mound-building
KFSC10W12,KFSC10,,Formica obscuriventris,PF,,,,,1.459,,,,,,,,Mound-building
KFSC10W13,KFSC10,,Formica obscuriventris,PF,,,,,1.762,,,,,,,,Mound-building
KFSC10W14,KFSC10,,Formica obscuriventris,PF,,,,,1.779,,,,,,,,Mound-building
KFSC10W15,KFSC10,,Formica obscuriventris,PF,,,,,1.941,,,,,,,,Mound-building
KFSC10W16,KFSC10,,Formica obscuriventris,PF,,,,,1.758,,,,,,,,Mound-building
KFSC10W17,KFSC10,,Formica obscuriventris,PF,,,,,1.818,,,,,,,,Mound-building
KFSC14W2,KFSC14,,Formica obscuriventris,HC,,,,,1.578,,,,,,,,Mound-building
KFSC14W3,KFSC14,,Formica obscuriventris,HC,,,,,1.344,,,,,,,,Mound-building
KFSC14W4,KFSC14,,Formica obscuriventris,HC,,,,,1.229,,,,,,,,Mound-building
KFSC14W5,KFSC14,,Formica obscuriventris,HC,,,,,1.599,,,,,,,,Mound-building
KFSC14W6,KFSC14,,Formica obscuriventris,HC,,,,,1.591,,,,,,,,Mound-building
KFSC14W7,KFSC14,,Formica obscuriventris,HC,,,,,1.24,,,,,,,,Mound-building
KFSC14W8,KFSC14,,Formica obscuriventris,HC,,,,,1.231,,,,,,,,Mound-building
KFSC14W9,KFSC14,,Formica obscuriventris,HC,,,,,1.419,,,,,,,,Mound-building
KFSC14W10,KFSC14,,Formica obscuriventris,NB,,,,,2.001,,,,,,,,Mound-building
KFSC14W11,KFSC14,,Formica obscuriventris,NB,,,,,1.815,,,,,,,,Mound-building
KFSC14W12,KFSC14,,Formica obscuriventris,NB,,,,,2.044,,,,,,,,Mound-building
KFSC14W13,KFSC14,,Formica obscuriventris,NB,,,,,1.893,,,,,,,,Mound-building
KFSC14W14,KFSC14,,Formica obscuriventris,NB,,,,,1.893,,,,,,,,Mound-building
KFSC14W15,KFSC14,,Formica obscuriventris,NB,,,,,1.896,,,,,,,,Mound-building
KFSC14W16,KFSC14,,Formica obscuriventris,NB,,,,,1.952,,,,,,,,Mound-building
KFSC14W17,KFSC14,,Formica obscuriventris,NB,,,,,1.893,,,,,,,,Mound-building
KFSC14W18,KFSC14,,Formica obscuriventris,PF,,,,,1.874,,,,,,,,Mound-building
KFSC27W2,KFSC27,,Formica obscuriventris,HC,,,,,1.381,,,,,,,,Mound-building
KFSC27W3,KFSC27,,Formica obscuriventris,HC,,,,,1.151,,,,,,,,Mound-building
KFSC27W4,KFSC27,,Formica obscuriventris,HC,,,,,1.18,,,,,,,,Mound-building
KFSC27W5,KFSC27,,Formica obscuriventris,HC,,,,,1.212,,,,,,,,Mound-building
KFSC27W6,KFSC27,,Formica obscuriventris,HC,,,,,1.437,,,,,,,,Mound-building
KFSC27W7,KFSC27,,Formica obscuriventris,HC,,,,,1.186,,,,,,,,Mound-building
KFSC27W8,KFSC27,,Formica obscuriventris,HC,,,,,1.737,,,,,,,,Mound-building
KFSC27W9,KFSC27,,Formica obscuriventris,HC,,,,,1.442,,,,,,,,Mound-building
KFSC27W10,KFSC27,,Formica obscuriventris,NB,,,,,1.868,,,,,,,,Mound-building
KFSC27W11,KFSC27,,Formica obscuriventris,NB,,,,,1.857,,,,,,,,Mound-building
KFSC27W12,KFSC27,,Formica obscuriventris,NB,,,,,1.984,,,,,,,,Mound-building
KFSC27W13,KFSC27,,Formica obscuriventris,NB,,,,,1.932,,,,,,,,Mound-building
KFSC27W14,KFSC27,,Formica obscuriventris,NB,,,,,1.953,,,,,,,,Mound-building
KFSC27W15,KFSC27,,Formica obscuriventris,NB,,,,,1.646,,,,,,,,Mound-building
KFSC27W16,KFSC27,,Formica obscuriventris,NB,,,,,1.891,,,,,,,,Mound-building
KFSC27W17,KFSC27,,Formica obscuriventris,NB,,,,,1.965,,,,,,,,Mound-building
KFSC27W18,KFSC27,,Formica obscuriventris,PF,,,,,1.766,,,,,,,,Mound-building
KFSC27W19,KFSC27,,Formica obscuriventris,PF,,,,,1.617,,,,,,,,Mound-building
KFSC27W20,KFSC27,,Formica obscuriventris,PF,,,,,1.846,,,,,,,,Mound-building
BLAC3W2,BLAC3,,Formica obscuriventris,HC,,,,,1.069,,,,,,,,Mound-building
BLAC3W3,BLAC3,,Formica obscuriventris,HC,,,,,1.295,,,,,,,,Mound-building
BLAC3W4,BLAC3,,Formica obscuriventris,HC,,,,,1.224,,,,,,,,Mound-building
BLAC3W5,BLAC3,,Formica obscuriventris,HC,,,,,1.027,,,,,,,,Mound-building
BLAC3W6,BLAC3,,Formica obscuriventris,HC,,,,,1.059,,,,,,,,Mound-building
BLAC3W7,BLAC3,,Formica obscuriventris,HC,,,,,1.23,,,,,,,,Mound-building
BLAC3W8,BLAC3,,Formica obscuriventris,HC,,,,,1.184,,,,,,,,Mound-building
BLAC3W9,BLAC3,,Formica obscuriventris,HC,,,,,1.25,,,,,,,,Mound-building
BLAC3W10,BLAC3,,Formica obscuriventris,NB,,,,,1.907,,,,,,,,Mound-building
BLAC3W11,BLAC3,,Formica obscuriventris,NB,,,,,1.801,,,,,,,,Mound-building
BLAC3W12,BLAC3,,Formica obscuriventris,NB,,,,,1.873,,,,,,,,Mound-building
BLAC3W13,BLAC3,,Formica obscuriventris,NB,,,,,1.758,,,,,,,,Mound-building
BLAC3W14,BLAC3,,Formica obscuriventris,NB,,,,,1.918,,,,,,,,Mound-building
BLAC3W15,BLAC3,,Formica obscuriventris,NB,,,,,1.852,,,,,,,,Mound-building
BLAC3W16,BLAC3,,Formica obscuriventris,NB,,,,,1.799,,,,,,,,Mound-building
BLAC3W17,BLAC3,,Formica obscuriventris,NB,,,,,1.707,,,,,,,,Mound-building
BLAC3W18,BLAC3,,Formica obscuriventris,PF,,,,,1.9,,,,,,,,Mound-building
BLAC3W19,BLAC3,,Formica obscuriventris,PF,,,,,1.855,,,,,,,,Mound-building
BLAC3W20,BLAC3,,Formica obscuriventris,PF,,,,,1.815,,,,,,,,Mound-building
BLAC3W21,BLAC3,,Formica obscuriventris,PF,,,,,1.936,,,,,,,,Mound-building
BLAC3W22,BLAC3,,Formica obscuriventris,PF,,,,,1.985,,,,,,,,Mound-building
BLAC3W23,BLAC3,,Formica obscuriventris,PF,,,,,1.787,,,,,,,,Mound-building
BLAC3W24,BLAC3,,Formica obscuriventris,PF,,,,,1.854,,,,,,,,Mound-building
BLAC3W25,BLAC3,,Formica obscuriventris,PF,,,,,1.955,,,,,,,,Mound-building
WASC1W2,WASC1,,Formica obscuriventris,HC,,,,,1.24,,,,,,,,Mound-building
WASC1W3,WASC1,,Formica obscuriventris,HC,,,,,1.145,,,,,,,,Mound-building
WASC1W4,WASC1,,Formica obscuriventris,HC,,,,,1.688,,,,,,,,Mound-building
WASC1W5,WASC1,,Formica obscuriventris,HC,,,,,1.227,,,,,,,,Mound-building
WASC1W6,WASC1,,Formica obscuriventris,HC,,,,,1.19,,,,,,,,Mound-building
WASC1W7,WASC1,,Formica obscuriventris,HC,,,,,1.503,,,,,,,,Mound-building
WASC1W8,WASC1,,Formica obscuriventris,HC,,,,,1.11,,,,,,,,Mound-building
WASC1W9,WASC1,,Formica obscuriventris,HC,,,,,1.126,,,,,,,,Mound-building
WASC1W10,WASC1,,Formica obscuriventris,NB,,,,,1.529,,,,,,,,Mound-building
