Worker,Colony,Worker,Species,Task,Femur,Tibia,Thorax,Scape,Head Width,Head Height,Log_Femur,Log_HW ,Log_Tibia,Log_Scape,Log_HH,Log_Thorax,Group
NHIC1W10,NHIC1,10,Formica glacialis,NB,1.838,1.874,2.303,1.606,1.432,1.613,0.264345507,0.155943018,0.272769587,0.205745541,0.207634367,0.362293938,Subterranean
NHIC1W11,NHIC1,11,Formica glacialis,NB,1.805,1.801,2.268,1.567,1.368,1.556,0.256477206,0.136086097,0.255513713,0.195068996,0.192009593,0.35564305,Subterranean
NHIC1W12,NHIC1,12,Formica glacialis,NB,1.931,1.862,2.518,1.586,1.478,1.642,0.285782274,0.169674434,0.269979677,0.200303183,0.215373153,0.401055726,Subterranean
NHIC1W13,NHIC1,13,Formica glacialis,NB,1.792,1.84,2.238,1.543,1.417,1.589,0.253338005,0.15136985,0.264817823,0.188365926,0.201123897,0.349860082,Subterranean
NHIC1W14,NHIC1,14,Formica glacialis,NB,1.764,1.821,2.198,1.53,1.401,1.558,0.246498581,0.146438135,0.260309946,0.184691431,0.192567453,0.342027688,Subterranean
NHIC1W19,NHIC1,19,Formica glacialis,PF,1.786,1.772,2.176,1.531,1.369,1.54,0.251881455,0.136403448,0.248463718,0.184975191,0.187520721,0.337658891,Subterranean
NHIC1W20,NHIC1,20,Formica glacialis,PF,1.774,1.77,2.424,1.483,1.338,1.529,0.248953615,0.126456113,0.247973266,0.171141151,0.184407485,0.384532615,Subterranean
NHIC1W21,NHIC1,21,Formica glacialis,PF,1.732,1.654,2.218,1.447,1.347,1.542,0.238547888,0.129367596,0.218535505,0.160468531,0.188084374,0.345961542,Subterranean
NHIC1W22,NHIC1,22,Formica glacialis,PF,1.788,1.817,2.369,1.552,1.369,1.549,0.252367514,0.136403448,0.259354927,0.190891717,0.190051418,0.374565061,Subterranean
NHIC1W23,NHIC1,23,Formica glacialis,PF,1.739,1.623,2.132,1.512,1.314,1.482,0.240299582,0.118595365,0.21031852,0.179551791,0.170848204,0.3287872,Subterranean
SYLC21W3,SYLC21,3,Formica glacialis,HC,1.4,1.352,1.994,1.219,1.039,1.22,0.146128036,0.016615548,0.130976692,0.086003706,0.086359831,0.299725154,Subterranean
SYLC21W4,SYLC21,4,Formica glacialis,HC,1.43,1.376,1.783,1.233,1.075,1.261,0.155336037,0.031408464,0.138618434,0.090963077,0.100715087,0.251151343,Subterranean
SYLC21W5,SYLC21,5,Formica glacialis,HC,1.323,1.267,1.709,1.147,1.017,1.177,0.121559844,0.007320953,0.102776615,0.059563418,0.070776463,0.232742063,Subterranean
SYLC21W6,SYLC21,6,Formica glacialis,HC,1.582,1.523,1.935,1.429,1.214,1.376,0.199206479,0.084218687,0.182699903,0.155032229,0.138618434,0.286680969,Subterranean
SYLC21W7,SYLC21,7,Formica glacialis,HC,1.497,1.492,2.002,1.31,1.137,1.304,0.1752218,0.055760465,0.173768823,0.117271296,0.115277591,0.301464073,Subterranean
SYLC21W10,SYLC21,10,Formica glacialis,NB,1.609,1.597,2.126,1.415,1.296,1.443,0.206556044,0.112605002,0.203304916,0.15075644,0.159266331,0.32756326,Subterranean
SYLC21W11,SYLC21,11,Formica glacialis,NB,1.366,1.354,1.75,1.201,1.04,1.19,0.135450699,0.017033339,0.131618664,0.079543007,0.075546961,0.243038049,Subterranean
SYLC21W13,SYLC21,13,Formica glacialis,NB,1.56,1.569,2.122,1.372,1.31,1.467,0.193124598,0.117271296,0.195622944,0.137354111,0.166430114,0.32674538,Subterranean
SYLC21W14,SYLC21,14,Formica glacialis,NB,1.42,1.414,1.826,1.236,1.069,1.244,0.152288344,0.028977705,0.150449409,0.092018471,0.09482038,0.261500773,Subterranean
SYLC21W15,SYLC21,15,Formica glacialis,NB,1.53,1.506,1.985,1.314,1.165,1.342,0.184691431,0.066325925,0.177824972,0.118595365,0.127752516,0.297760511,Subterranean
SYLC21W18,SYLC21,18,Formica glacialis,PF,1.472,1.451,1.776,1.249,1.145,1.303,0.16790781,0.058805487,0.161667412,0.096562438,0.114944416,0.249442961,Subterranean
SYLC21W19,SYLC21,19,Formica glacialis,PF,1.488,1.402,1.756,1.284,1.121,1.26,0.172602931,0.049605613,0.146748014,0.108565024,0.100370545,0.244524512,Subterranean
SYLC21W20,SYLC21,20,Formica glacialis,PF,1.423,1.405,1.789,1.258,1.117,1.292,0.1532049,0.048053173,0.147676324,0.099680641,0.111262514,0.252610341,Subterranean
SYLC21W21,SYLC21,21,Formica glacialis,PF,1.449,1.485,1.898,1.31,1.148,1.332,0.161068385,0.059941888,0.171726454,0.117271296,0.124504225,0.278296208,Subterranean
SYLC21W22,SYLC21,22,Formica glacialis,PF,1.451,1.43,1.846,1.28,1.138,1.314,0.161667412,0.056142262,0.155336037,0.10720997,0.118595365,0.266231697,Subterranean
SYLC5W2,SYLC5,,Formica glacialis,HC,,,,,1.528,,,,,,,,Subterranean
SYLC5W3,SYLC5,,Formica glacialis,HC,,,,,1.22,,,,,,,,Subterranean
SYLC5W4,SYLC5,,Formica glacialis,HC,,,,,1.414,,,,,,,,Subterranean
SYLC5W5,SYLC5,,Formica glacialis,HC,,,,,1.562,,,,,,,,Subterranean
SYLC5W6,SYLC5,,Formica glacialis,HC,,,,,1.406,,,,,,,,Subterranean
SYLC5W7,SYLC5,,Formica glacialis,HC,,,,,1.335,,,,,,,,Subterranean
SYLC5W8,SYLC5,,Formica glacialis,HC,,,,,1.282,,,,,,,,Subterranean
SYLC5W9,SYLC5,,Formica glacialis,HC,,,,,1.364,,,,,,,,Subterranean
SYLC5W10,SYLC5,,Formica glacialis,NB,,,,,1.484,,,,,,,,Subterranean
SYLC5W11,SYLC5,,Formica glacialis,NB,,,,,1.209,,,,,,,,Subterranean
SYLC5W12,SYLC5,,Formica glacialis,NB,,,,,1.478,,,,,,,,Subterranean
SYLC5W13,SYLC5,,Formica glacialis,NB,,,,,1.429,,,,,,,,Subterranean
SYLC5W14,SYLC5,,Formica glacialis,NB,,,,,1.463,,,,,,,,Subterranean
SYLC5W15,SYLC5,,Formica glacialis,NB,,,,,1.416,,,,,,,,Subterranean
SYLC5W16,SYLC5,,Formica glacialis,NB,,,,,1.462,,,,,,,,Subterranean
SYLC5W17,SYLC5,,Formica glacialis,NB,,,,,1.315,,,,,,,,Subterranean
SYLC5W18,SYLC5,,Formica glacialis,PF,,,,,1.451,,,,,,,,Subterranean
SYLC5W19,SYLC5,,Formica glacialis,PF,,,,,1.242,,,,,,,,Subterranean
SYLC5W20,SYLC5,,Formica glacialis,PF,,,,,1.464,,,,,,,,Subterranean
SYLC5W21,SYLC5,,Formica glacialis,PF,,,,,1.4,,,,,,,,Subterranean
SYLC5W22,SYLC5,,Formica glacialis,PF,,,,,1.501,,,,,,,,Subterranean
SYLC5W23,SYLC5,,Formica glacialis,PF,,,,,1.463,,,,,,,,Subterranean
SYLC5W24,SYLC5,,Formica glacialis,PF,,,,,1.489,,,,,,,,Subterranean
SYLC5W25,SYLC5,,Formica glacialis,PF,,,,,1.483,,,,,,,,Subterranean
SYLC2W2,SYLC2,,Formica glacialis,HC,,,,,1.112,,,,,,,,Subterranean
SYLC2W3,SYLC2,,Formica glacialis,HC,,,,,1.304,,,,,,,,Subterranean
SYLC2W4,SYLC2,,Formica glacialis,HC,,,,,1.131,,,,,,,,Subterranean
SYLC2W5,SYLC2,,Formica glacialis,HC,,,,,1.369,,,,,,,,Subterranean
SYLC2W6,SYLC2,,Formica glacialis,HC,,,,,1.293,,,,,,,,Subterranean
SYLC2W7,SYLC2,,Formica glacialis,HC,,,,,1.3,,,,,,,,Subterranean
SYLC2W8,SYLC2,,Formica glacialis,HC,,,,,1.424,,,,,,,,Subterranean
SYLC2W9,SYLC2,,Formica glacialis,HC,,,,,1.364,,,,,,,,Subterranean
SYLC2W10,SYLC2,,Formica glacialis,NB,,,,,1.398,,,,,,,,Subterranean
SYLC2W11,SYLC2,,Formica glacialis,NB,,,,,1.499,,,,,,,,Subterranean
SYLC2W12,SYLC2,,Formica glacialis,NB,,,,,1.49,,,,,,,,Subterranean
SYLC2W13,SYLC2,,Formica glacialis,NB,,,,,1.328,,,,,,,,Subterranean
SYLC2W14,SYLC2,,Formica glacialis,NB,,,,,1.24,,,,,,,,Subterranean
SYLC2W15,SYLC2,,Formica glacialis,NB,,,,,1.422,,,,,,,,Subterranean
SYLC2W16,SYLC2,,Formica glacialis,NB,,,,,1.384,,,,,,,,Subterranean
SYLC2W17,SYLC2,,Formica glacialis,NB,,,,,1.281,,,,,,,,Subterranean
SYLC2W18,SYLC2,,Formica glacialis,PF,,,,,1.367,,,,,,,,Subterranean
SYLC2W19,SYLC2,,Formica glacialis,PF,,,,,1.293,,,,,,,,Subterranean
SYLC2W20,SYLC2,,Formica glacialis,PF,,,,,1.337,,,,,,,,Subterranean
SYLC2W21,SYLC2,,Formica glacialis,PF,,,,,1.378,,,,,,,,Subterranean
SYLC2W22,SYLC2,,Formica glacialis,PF,,,,,1.501,,,,,,,,Subterranean
SYLC2W23,SYLC2,,Formica glacialis,PF,,,,,1.375,,,,,,,,Subterranean
SYLC2W24,SYLC2,,Formica glacialis,PF,,,,,1.427,,,,,,,,Subterranean
SYLC2W25,SYLC2,,Formica glacialis,PF,,,,,1.464,,,,,,,,Subterranean
NHIC1W2,NHIC1,,Formica glacialis,HC,,,,,1.318,,,,,,,,Subterranean
NHIC1W3,NHIC1,,Formica glacialis,HC,,,,,1.45,,,,,,,,Subterranean
NHIC1W4,NHIC1,,Formica glacialis,HC,,,,,1.373,,,,,,,,Subterranean
NHIC1W5,NHIC1,,Formica glacialis,HC,,,,,1.405,,,,,,,,Subterranean
NHIC1W6,NHIC1,,Formica glacialis,HC,,,,,1.447,,,,,,,,Subterranean
NHIC1W7,NHIC1,,Formica glacialis,HC,,,,,1.406,,,,,,,,Subterranean
NHIC1W8,NHIC1,,Formica glacialis,HC,,,,,1.383,,,,,,,,Subterranean
NHIC1W9,NHIC1,,Formica glacialis,HC,,,,,1.469,,,,,,,,Subterranean
NHIC1W10,NHIC1,,Formica glacialis,NB,,,,,1.439,,,,,,,,Subterranean
NHIC1W11,NHIC1,,Formica glacialis,NB,,,,,1.387,,,,,,,,Subterranean
NHIC1W12,NHIC1,,Formica glacialis,NB,,,,,1.491,,,,,,,,Subterranean
NHIC1W13,NHIC1,,Formica glacialis,NB,,,,,1.44,,,,,,,,Subterranean
NHIC1W14,NHIC1,,Formica glacialis,NB,,,,,1.428,,,,,,,,Subterranean
NHIC1W15,NHIC1,,Formica glacialis,NB,,,,,1.455,,,,,,,,Subterranean
NHIC1W16,NHIC1,,Formica glacialis,NB,,,,,1.368,,,,,,,,Subterranean
NHIC1W17,NHIC1,,Formica glacialis,NB,,,,,1.5,,,,,,,,Subterranean
NHIC1W18,NHIC1,,Formica glacialis,PF,,,,,1.461,,,,,,,,Subterranean
NHIC1W19,NHIC1,,Formica glacialis,PF,,,,,1.391,,,,,,,,Subterranean
NHIC1W20,NHIC1,,Formica glacialis,PF,,,,,1.361,,,,,,,,Subterranean
NHIC1W21,NHIC1,,Formica glacialis,PF,,,,,1.365,,,,,,,,Subterranean
NHIC1W22,NHIC1,,Formica glacialis,PF,,,,,1.392,,,,,,,,Subterranean
NHIC1W23,NHIC1,,Formica glacialis,PF,,,,,1.335,,,,,,,,Subterranean
NHIC1W24,NHIC1,,Formica glacialis,PF,,,,,1.48,,,,,,,,Subterranean
NHIC1W25,NHIC1,,Formica glacialis,PF,,,,,1.423,,,,,,,,Subterranean
SYLC10W2,SYLC10,,Formica glacialis,HC,,,,,1.478,,,,,,,,Subterranean
SYLC10W3,SYLC10,,Formica glacialis,HC,,,,,1.426,,,,,,,,Subterranean
SYLC10W4,SYLC10,,Formica glacialis,HC,,,,,1.142,,,,,,,,Subterranean
SYLC10W5,SYLC10,,Formica glacialis,HC,,,,,1.284,,,,,,,,Subterranean
SYLC10W6,SYLC10,,Formica glacialis,HC,,,,,1.371,,,,,,,,Subterranean
SYLC10W7,SYLC10,,Formica glacialis,HC,,,,,1.431,,,,,,,,Subterranean
SYLC10W8,SYLC10,,Formica glacialis,HC,,,,,1.323,,,,,,,,Subterranean
SYLC10W9,SYLC10,,Formica glacialis,HC,,,,,1.407,,,,,,,,Subterranean
SYLC10W10,SYLC10,,Formica glacialis,NB,,,,,1.415,,,,,,,,Subterranean
SYLC10W11,SYLC10,,Formica glacialis,NB,,,,,1.428,,,,,,,,Subterranean
SYLC10W12,SYLC10,,Formica glacialis,NB,,,,,1.466,,,,,,,,Subterranean
SYLC10W13,SYLC10,,Formica glacialis,NB,,,,,1.341,,,,,,,,Subterranean
SYLC10W14,SYLC10,,Formica glacialis,NB,,,,,1.345,,,,,,,,Subterranean
SYLC10W15,SYLC10,,Formica glacialis,NB,,,,,1.418,,,,,,,,Subterranean
SYLC10W16,SYLC10,,Formica glacialis,NB,,,,,1.238,,,,,,,,Subterranean
SYLC10W17,SYLC10,,Formica glacialis,NB,,,,,1.351,,,,,,,,Subterranean
SYLC10W18,SYLC10,,Formica glacialis,PF,,,,,1.344,,,,,,,,Subterranean
SYLC10W19,SYLC10,,Formica glacialis,PF,,,,,1.489,,,,,,,,Subterranean
SYLC10W20,SYLC10,,Formica glacialis,PF,,,,,1.353,,,,,,,,Subterranean
SYLC10W21,SYLC10,,Formica glacialis,PF,,,,,1.273,,,,,,,,Subterranean
SYLC10W22,SYLC10,,Formica glacialis,PF,,,,,1.259,,,,,,,,Subterranean
SYLC10W23,SYLC10,,Formica glacialis,PF,,,,,1.356,,,,,,,,Subterranean
SYLC10W24,SYLC10,,Formica glacialis,PF,,,,,1.198,,,,,,,,Subterranean
SYLC10W25,SYLC10,,Formica glacialis,PF,,,,,1.451,,,,,,,,Subterranean
SYLC19W2,SYLC19,,Formica glacialis,HC,,,,,1.133,,,,,,,,Subterranean
SYLC19W3,SYLC19,,Formica glacialis,HC,,,,,1.232,,,,,,,,Subterranean
SYLC19W4,SYLC19,,Formica glacialis,HC,,,,,1.295,,,,,,,,Subterranean
SYLC19W5,SYLC19,,Formica glacialis,HC,,,,,1.19,,,,,,,,Subterranean
SYLC19W6,SYLC19,,Formica glacialis,HC,,,,,1.205,,,,,,,,Subterranean
SYLC19W7,SYLC19,,Formica glacialis,HC,,,,,1.036,,,,,,,,Subterranean
SYLC19W8,SYLC19,,Formica glacialis,HC,,,,,1.395,,,,,,,,Subterranean
SYLC19W9,SYLC19,,Formica glacialis,HC,,,,,1.267,,,,,,,,Subterranean
SYLC19W10,SYLC19,,Formica glacialis,NB,,,,,1.415,,,,,,,,Subterranean
SYLC19W11,SYLC19,,Formica glacialis,NB,,,,,1.136,,,,,,,,Subterranean
SYLC19W12,SYLC19,,Formica glacialis,NB,,,,,1.426,,,,,,,,Subterranean
SYLC19W13,SYLC19,,Formica glacialis,NB,,,,,1.293,,,,,,,,Subterranean
SYLC19W14,SYLC19,,Formica glacialis,NB,,,,,1.193,,,,,,,,Subterranean
SYLC19W15,SYLC19,,Formica glacialis,NB,,,,,1.129,,,,,,,,Subterranean
SYLC19W16,SYLC19,,Formica glacialis,NB,,,,,1.296,,,,,,,,Subterranean
SYLC19W17,SYLC19,,Formica glacialis,NB,,,,,1.271,,,,,,,,Subterranean
SYLC19W18,SYLC19,,Formica glacialis,PF,,,,,1.361,,,,,,,,Subterranean
SYLC19W19,SYLC19,,Formica glacialis,PF,,,,,1.218,,,,,,,,Subterranean
SYLC19W20,SYLC19,,Formica glacialis,PF,,,,,1.299,,,,,,,,Subterranean
SYLC19W21,SYLC19,,Formica glacialis,PF,,,,,1.261,,,,,,,,Subterranean
SYLC19W22,SYLC19,,Formica glacialis,PF,,,,,1.245,,,,,,,,Subterranean
SYLC19W23,SYLC19,,Formica glacialis,PF,,,,,1.182,,,,,,,,Subterranean
SYLC19W24,SYLC19,,Formica glacialis,PF,,,,,1.14,,,,,,,,Subterranean
SYLC19W25,SYLC19,,Formica glacialis,PF,,,,,1.31,,,,,,,,Subterranean
SYLC1W2,SYLC1,,Formica glacialis,HC,,,,,1.039,,,,,,,,Subterranean
SYLC1W3,SYLC1,,Formica glacialis,HC,,,,,1.102,,,,,,,,Subterranean
SYLC1W4,SYLC1,,Formica glacialis,HC,,,,,1.036,,,,,,,,Subterranean
SYLC1W5,SYLC1,,Formica glacialis,HC,,,,,1.204,,,,,,,,Subterranean
SYLC1W6,SYLC1,,Formica glacialis,HC,,,,,1.318,,,,,,,,Subterranean
SYLC1W7,SYLC1,,Formica glacialis,HC,,,,,1.114,,,,,,,,Subterranean
SYLC1W8,SYLC1,,Formica glacialis,HC,,,,,1.09,,,,,,,,Subterranean
SYLC1W9,SYLC1,,Formica glacialis,HC,,,,,1.233,,,,,,,,Subterranean
SYLC1W10,SYLC1,,Formica glacialis,NB,,,,,1.257,,,,,,,,Subterranean
SYLC1W11,SYLC1,,Formica glacialis,NB,,,,,1.418,,,,,,,,Subterranean
SYLC1W12,SYLC1,,Formica glacialis,NB,,,,,1.309,,,,,,,,Subterranean
SYLC1W13,SYLC1,,Formica glacialis,NB,,,,,1.055,,,,,,,,Subterranean
SYLC1W14,SYLC1,,Formica glacialis,NB,,,,,1.254,,,,,,,,Subterranean
SYLC1W15,SYLC1,,Formica glacialis,NB,,,,,1.215,,,,,,,,Subterranean
SYLC1W16,SYLC1,,Formica glacialis,NB,,,,,1.284,,,,,,,,Subterranean
SYLC1W17,SYLC1,,Formica glacialis,NB,,,,,1.296,,,,,,,,Subterranean
SYLC1W18,SYLC1,,Formica glacialis,PF,,,,,1.106,,,,,,,,Subterranean
SYLC1W19,SYLC1,,Formica glacialis,PF,,,,,1.248,,,,,,,,Subterranean
SYLC1W20,SYLC1,,Formica glacialis,PF,,,,,0.994,,,,,,,,Subterranean
SYLC1W21,SYLC1,,Formica glacialis,PF,,,,,1.287,,,,,,,,Subterranean
SYLC1W22,SYLC1,,Formica glacialis,PF,,,,,1.307,,,,,,,,Subterranean
SYLC1W23,SYLC1,,Formica glacialis,PF,,,,,1.291,,,,,,,,Subterranean
SYLC1W24,SYLC1,,Formica glacialis,PF,,,,,1.341,,,,,,,,Subterranean
SYLC1W25,SYLC1,,Formica glacialis,PF,,,,,1.19,,,,,,,,Subterranean
SYLC18W2,SYLC18,,Formica neoclara,HC,,,,,1.299,,,,,,,,Subterranean
SYLC18W3,SYLC18,,Formica neoclara,HC,,,,,1.306,,,,,,,,Subterranean
SYLC18W4,SYLC18,,Formica neoclara,HC,,,,,1.24,,,,,,,,Subterranean
SYLC18W5,SYLC18,,Formica neoclara,HC,,,,,1.425,,,,,,,,Subterranean
SYLC18W6,SYLC18,,Formica neoclara,HC,,,,,1.287,,,,,,,,Subterranean
SYLC18W7,SYLC18,,Formica neoclara,HC,,,,,1.169,,,,,,,,Subterranean
SYLC18W8,SYLC18,,Formica neoclara,HC,,,,,1.221,,,,,,,,Subterranean
SYLC18W9,SYLC18,,Formica neoclara,HC,,,,,1.215,,,,,,,,Subterranean
SYLC18W10,SYLC18,,Formica neoclara,NB,,,,,1.281,,,,,,,,Subterranean
SYLC18W11,SYLC18,,Formica neoclara,NB,,,,,1.222,,,,,,,,Subterranean
SYLC18W12,SYLC18,,Formica neoclara,NB,,,,,1.297,,,,,,,,Subterranean
SYLC18W13,SYLC18,,Formica neoclara,NB,,,,,1.185,,,,,,,,Subterranean
SYLC18W14,SYLC18,,Formica neoclara,NB,,,,,1.346,,,,,,,,Subterranean
SYLC18W15,SYLC18,,Formica neoclara,NB,,,,,1.268,,,,,,,,Subterranean
SYLC18W16,SYLC18,,Formica neoclara,NB,,,,,1.169,,,,,,,,Subterranean
SYLC18W17,SYLC18,,Formica neoclara,NB,,,,,1.296,,,,,,,,Subterranean
SYLC18W18,SYLC18,,Formica neoclara,PF,,,,,1.292,,,,,,,,Subterranean
SYLC18W19,SYLC18,,Formica neoclara,PF,,,,,1.322,,,,,,,,Subterranean
SYLC18W20,SYLC18,,Formica neoclara,PF,,,,,1.406,,,,,,,,Subterranean
SYLC18W21,SYLC18,,Formica neoclara,PF,,,,,1.263,,,,,,,,Subterranean
SYLC18W22,SYLC18,,Formica neoclara,PF,,,,,1.386,,,,,,,,Subterranean
SYLC18W23,SYLC18,,Formica neoclara,PF,,,,,1.195,,,,,,,,Subterranean
SYLC18W24,SYLC18,,Formica neoclara,PF,,,,,1.253,,,,,,,,Subterranean
SYLC18W25,SYLC18,,Formica neoclara,PF,,,,,1.228,,,,,,,,Subterranean
NHIC8W2,NHIC8,,Formica neoclara,HC,,,,,1.219,,,,,,,,Subterranean
NHIC8W3,NHIC8,,Formica neoclara,HC,,,,,1.186,,,,,,,,Subterranean
NHIC8W4,NHIC8,,Formica neoclara,HC,,,,,1.196,,,,,,,,Subterranean
NHIC8W5,NHIC8,,Formica neoclara,HC,,,,,1.16,,,,,,,,Subterranean
NHIC8W6,NHIC8,,Formica neoclara,HC,,,,,1.183,,,,,,,,Subterranean
NHIC8W7,NHIC8,,Formica neoclara,HC,,,,,1.103,,,,,,,,Subterranean
NHIC8W8,NHIC8,,Formica neoclara,HC,,,,,1.172,,,,,,,,Subterranean
NHIC8W9,NHIC8,,Formica neoclara,HC,,,,,1.128,,,,,,,,Subterranean
NHIC8W10,NHIC8,,Formica neoclara,NB,,,,,1.238,,,,,,,,Subterranean
NHIC8W11,NHIC8,,Formica neoclara,NB,,,,,1.14,,,,,,,,Subterranean
NHIC8W12,NHIC8,,Formica neoclara,NB,,,,,1.351,,,,,,,,Subterranean
NHIC8W13,NHIC8,,Formica neoclara,NB,,,,,1.373,,,,,,,,Subterranean
NHIC8W14,NHIC8,,Formica neoclara,NB,,,,,1.164,,,,,,,,Subterranean
NHIC8W15,NHIC8,,Formica neoclara,NB,,,,,1.269,,,,,,,,Subterranean
NHIC8W16,NHIC8,,Formica neoclara,NB,,,,,1.257,,,,,,,,Subterranean
NHIC8W17,NHIC8,,Formica neoclara,NB,,,,,1.203,,,,,,,,Subterranean
NHIC8W18,NHIC8,,Formica neoclara,PF,,,,,1.19,,,,,,,,Subterranean
NHIC8W19,NHIC8,,Formica neoclara,PF,,,,,1.227,,,,,,,,Subterranean
NHIC8W20,NHIC8,,Formica neoclara,PF,,,,,1.242,,,,,,,,Subterranean
NHIC8W21,NHIC8,,Formica neoclara,PF,,,,,1.324,,,,,,,,Subterranean
NHIC8W22,NHIC8,,Formica neoclara,PF,,,,,1.253,,,,,,,,Subterranean
NHIC8W23,NHIC8,,Formica neoclara,PF,,,,,1.34,,,,,,,,Subterranean
NHIC8W24,NHIC8,,Formica neoclara,PF,,,,,1.271,,,,,,,,Subterranean
NHIC8W25,NHIC8,,Formica neoclara,PF,,,,,1.317,,,,,,,,Subterranean
KFSC15W2,KFSC15,,Formica neoclara,HC,,,,,1.098,,,,,,,,Subterranean
KFSC15W3,KFSC15,,Formica neoclara,HC,,,,,1.112,,,,,,,,Subterranean
KFSC15W4,KFSC15,,Formica neoclara,HC,,,,,1.084,,,,,,,,Subterranean
KFSC15W5,KFSC15,,Formica neoclara,HC,,,,,1.142,,,,,,,,Subterranean
KFSC15W6,KFSC15,,Formica neoclara,HC,,,,,1.09,,,,,,,,Subterranean
KFSC15W7,KFSC15,,Formica neoclara,HC,,,,,1.204,,,,,,,,Subterranean
KFSC15W8,KFSC15,,Formica neoclara,HC,,,,,1.075,,,,,,,,Subterranean
KFSC15W9,KFSC15,,Formica neoclara,HC,,,,,1.085,,,,,,,,Subterranean
KFSC15W10,KFSC15,,Formica neoclara,NB,,,,,1.156,,,,,,,,Subterranean
KFSC15W11,KFSC15,,Formica neoclara,NB,,,,,1.044,,,,,,,,Subterranean
KFSC15W12,KFSC15,,Formica neoclara,PF,,,,,1.015,,,,,,,,Subterranean
KFSC15W13,KFSC15,,Formica neoclara,PF,,,,,1.136,,,,,,,,Subterranean
KFSC15W14,KFSC15,,Formica neoclara,PF,,,,,1.17,,,,,,,,Subterranean
KFSC15W15,KFSC15,,Formica neoclara,PF,,,,,1.085,,,,,,,,Subterranean
KFSC15W16,KFSC15,,Formica neoclara,PF,,,,,1.093,,,,,,,,Subterranean
KFSC15W17,KFSC15,,Formica neoclara,PF,,,,,1.036,,,,,,,,Subterranean
KFSC15W18,KFSC15,,Formica neoclara,PF,,,,,1.133,,,,,,,,Subterranean
KFSC15W19,KFSC15,,Formica neoclara,PF,,,,,1.08,,,,,,,,Subterranean
KFSC16W2,KFSC16,,Formica neoclara,HC,,,,,1.193,,,,,,,,Subterranean
KFSC16W3,KFSC16,,Formica neoclara,HC,,,,,1.246,,,,,,,,Subterranean
KFSC16W4,KFSC16,,Formica neoclara,HC,,,,,1.348,,,,,,,,Subterranean
KFSC16W5,KFSC16,,Formica neoclara,HC,,,,,1.125,,,,,,,,Subterranean
KFSC16W6,KFSC16,,Formica neoclara,HC,,,,,1.25,,,,,,,,Subterranean
KFSC16W7,KFSC16,,Formica neoclara,HC,,,,,1.196,,,,,,,,Subterranean
KFSC16W8,KFSC16,,Formica neoclara,HC,,,,,1.184,,,,,,,,Subterranean
KFSC16W9,KFSC16,,Formica neoclara,HC,,,,,1.267,,,,,,,,Subterranean
KFSC16W10,KFSC16,,Formica neoclara,NB,,,,,1.329,,,,,,,,Subterranean
KFSC16W11,KFSC16,,Formica neoclara,NB,,,,,1.319,,,,,,,,Subterranean
KFSC16W12,KFSC16,,Formica neoclara,NB,,,,,1.244,,,,,,,,Subterranean
KFSC16W13,KFSC16,,Formica neoclara,NB,,,,,1.233,,,,,,,,Subterranean
KFSC16W14,KFSC16,,Formica neoclara,NB,,,,,1.146,,,,,,,,Subterranean
KFSC16W15,KFSC16,,Formica neoclara,NB,,,,,1.378,,,,,,,,Subterranean
KFSC16W16,KFSC16,,Formica neoclara,NB,,,,,1.183,,,,,,,,Subterranean
KFSC16W17,KFSC16,,Formica neoclara,NB,,,,,1.174,,,,,,,,Subterranean
KFSC16W18,KFSC16,,Formica neoclara,PF,,,,,1.247,,,,,,,,Subterranean
KFSC16W19,KFSC16,,Formica neoclara,PF,,,,,1.369,,,,,,,,Subterranean
KFSC16W20,KFSC16,,Formica neoclara,PF,,,,,1.348,,,,,,,,Subterranean
KFSC16W21,KFSC16,,Formica neoclara,PF,,,,,1.367,,,,,,,,Subterranean
KFSC16W22,KFSC16,,Formica neoclara,PF,,,,,1.071,,,,,,,,Subterranean
KFSC16W23,KFSC16,,Formica neoclara,PF,,,,,1.17,,,,,,,,Subterranean
KFSC16W24,KFSC16,,Formica neoclara,PF,,,,,1.119,,,,,,,,Subterranean
KFSC16W25,KFSC16,,Formica neoclara,PF,,,,,1.184,,,,,,,,Subterranean
KFSC26W2,KFSC26,,Formica neoclara,HC,,,,,1.027,,,,,,,,Subterranean
KFSC26W3,KFSC26,,Formica neoclara,HC,,,,,1.006,,,,,,,,Subterranean
KFSC26W4,KFSC26,,Formica neoclara,HC,,,,,1.098,,,,,,,,Subterranean
KFSC26W5,KFSC26,,Formica neoclara,HC,,,,,1.166,,,,,,,,Subterranean
KFSC26W6,KFSC26,,Formica neoclara,HC,,,,,1.213,,,,,,,,Subterranean
KFSC26W7,KFSC26,,Formica neoclara,HC,,,,,1.089,,,,,,,,Subterranean
KFSC26W8,KFSC26,,Formica neoclara,HC,,,,,1.002,,,,,,,,Subterranean
KFSC26W9,KFSC26,,Formica neoclara,HC,,,,,1.132,,,,,,,,Subterranean
KFSC26W10,KFSC26,,Formica neoclara,NB,,,,,1.232,,,,,,,,Subterranean
KFSC26W11,KFSC26,,Formica neoclara,NB,,,,,1.225,,,,,,,,Subterranean
KFSC26W12,KFSC26,,Formica neoclara,NB,,,,,1.285,,,,,,,,Subterranean
KFSC26W13,KFSC26,,Formica neoclara,NB,,,,,1.16,,,,,,,,Subterranean
