worker_ID,head width (mm),task,painted,,,,,
KFSC13W7,1.171,HC,N,,,,,
KFSC13W8,1.18,HC,N,,,,,
KFSC13W9,1.087,HC,N,,,,,
KFSC13W10,1.371,NB,N,,,,,
KFSC13W11,1.451,NB,N,,,,,
KFSC13W12,1.348,NB,N,,,,,
KFSC13W13,1.43,NB,N,,,,,
KFSC13W14,1.192,NB,N,,,,,
KFSC13W15,1.157,PF,N,,,,,
KFSC13W16,1.296,PF,N,,,,,
KFSC13W17,1.102,PF,N,,,,,
KFSC13W18,1.345,PF,N,,,,,
,,,,,,,,
KFSC14W2,1.578,HC,Y,obscuriventris,,,,
KFSC14W3,1.344,HC,Y,,,,,
KFSC14W4,1.229,HC,Y,,,,,
KFSC14W5,1.599,HC,Y,,,,,
KFSC14W6,1.591,HC,Y,,,,,
KFSC14W7,1.24,HC,Y,,,,,
KFSC14W8,1.231,HC,Y,,,,,
KFSC14W9,1.419,HC,Y,,,,,
KFSC14W10,2.001,NB,Y,,,,,
KFSC14W11,1.815,NB,Y,,,,,
KFSC14W12,2.044,NB,Y,,,,,
KFSC14W13,1.893,NB,Y,,,,,
KFSC14W14,1.893,NB,Y,,,,,
KFSC14W15,1.896,NB,Y,,,,,
KFSC14W16,1.952,NB,Y,,,,,
KFSC14W17,1.893,NB,Y,,,,,
KFSC14W18,1.874,PF,N,,,,,
,,,,,,,,
KFSC15W2,1.098,HC,N,neoclara,,,,
KFSC15W3,1.112,HC,N,,,,,
KFSC15W4,1.084,HC,N,,,,,
KFSC15W5,1.142,HC,N,,,,,
KFSC15W6,1.09,HC,N,,,,,
KFSC15W7,1.204,HC,N,,,,,
KFSC15W8,1.075,HC,N,,,,,
KFSC15W9,1.085,HC,N,,,,,
KFSC15W10,1.156,NB,N,,,,,
KFSC15W11,1.044,NB,N,,,,,
KFSC15W12,1.015,PF,N,,,,,
KFSC15W13,1.136,PF,N,,,,,
KFSC15W14,1.17,PF,N,,,,,
KFSC15W15,1.085,PF,N,,,,,
KFSC15W16,1.093,PF,N,,,,,
KFSC15W17,1.036,PF,N,,,,,
KFSC15W18,1.133,PF,N,,,,,
KFSC15W19,1.08,PF,N,,,,,
,,,,,,,,
KFSC16W2,1.193,HC,N,neoclara,,,,
KFSC16W3,1.246,HC,N,,,,,
KFSC16W4,1.348,HC,N,,,,,
KFSC16W5,1.125,HC,N,,,,,
KFSC16W6,1.25,HC,N,,,,,
KFSC16W7,1.196,HC,N,,,,,
KFSC16W8,1.184,HC,N,,,,,
KFSC16W9,1.267,HC,N,,,,,
KFSC16W10,1.329,NB,N,,,,,
KFSC16W11,1.319,NB,N,,,,,
KFSC16W12,1.244,NB,N,,,,,
KFSC16W13,1.233,NB,N,,,,,
KFSC16W14,1.146,NB,N,,,,,
KFSC16W15,1.378,NB,N,,,,,
KFSC16W16,1.183,NB,N,,,,,
KFSC16W17,1.174,NB,N,,,,,
KFSC16W18,1.247,PF,N,,,,,
KFSC16W19,1.369,PF,N,,,,,
KFSC16W20,1.348,PF,N,,,,,
KFSC16W21,1.367,PF,N,,,,,
KFSC16W22,1.071,PF,N,,,,,
KFSC16W23,1.17,PF,N,,,,,
KFSC16W24,1.119,PF,N,,,,,
KFSC16W25,1.184,PF,N,,,,,
,,,,,,,,
KFSC25W2,1.275,HC,Y,podzolica,,,,
KFSC25W3,1.32,HC,Y,,,,,
KFSC25W4,1.177,HC,Y,,,,,
KFSC25W5,1.395,HC,Y,,,,,
KFSC25W6,1.131,HC,Y,,,,,
KFSC25W7,1.31,HC,Y,,,,,
KFSC25W8,1.231,HC,Y,,,,,
KFSC25W9,1.371,HC,Y,,,,,
KFSC25W10,1.386,NB,Y,,,,,
KFSC25W11,1.251,NB,Y,,,,,
KFSC25W12,1.297,NB,N,,,,,
KFSC25W13,1.231,NB,N,,,,,
KFSC25W14,1.251,NB,N,,,,,
KFSC25W15,1.331,NB,N,,,,,
KFSC25W16,1.304,NB,N,,,,,
KFSC25W17,1.285,NB,N,,,,,
KFSC25W18,1.284,PF,N,,,,,
KFSC25W19,1.364,PF,N,,,,,
KFSC25W20,1.257,PF,N,,,,,
KFSC25W21,1.328,PF,N,,,,,
KFSC25W22,1.32,PF,N,,,,,
KFSC25W23,1.263,PF,N,,,,,
KFSC25W24,1.354,PF,N,,,,,
KFSC25W25,1.143,PF,N,,,,,
,,,,,,,,
KFSC26W2,1.027,HC,N,neoclara,,,,
KFSC26W3,1.006,HC,N,,,,,
KFSC26W4,1.098,HC,N,,,,,
KFSC26W5,1.166,HC,N,,,,,
KFSC26W6,1.213,HC,N,,,,,
KFSC26W7,1.089,HC,N,,,,,
KFSC26W8,1.002,HC,N,,,,,
KFSC26W9,1.132,HC,N,,,,,
KFSC26W10,1.232,NB,N,,,,,
KFSC26W11,1.225,NB,N,,,,,
KFSC26W12,1.285,NB,N,,,,,
KFSC26W13,1.16,NB,N,,,,,
KFSC26W14,1.165,NB,N,,,,,
KFSC26W15,1.264,NB,N,,,,,
KFSC26W16,1.039,NB,N,,,,,
KFSC26W17,1.145,NB,N,,,,,
KFSC26W18,1.146,PF,N,,,,,
KFSC26W19,1.142,PF,N,,,,,
KFSC26W20,1.143,PF,N,,,,,
KFSC26W21,1.355,PF,N,,,,,
KFSC26W22,1.057,PF,N,,,,,
KFSC26W23,1.214,PF,N,,,,,
KFSC26W24,1.153,PF,N,,,,,
KFSC26W25,1.18,PF,N,,,,,
KFSC26W26,1.067,HC,Y,,,,,
KFSC26W27,1.216,HC,Y,,,,,
KFSC26W28,1.199,HC,Y,,,,,
KFSC26W29,1.22,HC,Y,,,,,
KFSC26W30,1.097,HC,Y,,,,,
KFSC26W31,1.162,HC,Y,,,,,
KFSC26W32,1.051,HC,Y,,,,,
KFSC26W33,1.105,HC,Y,,,,,
,,,,,,,,
KFSC27W2,1.381,HC,Y,obscuriventris,,,,
KFSC27W3,1.151,HC,Y,,,,,
KFSC27W4,1.18,HC,Y,,,,,
KFSC27W5,1.212,HC,Y,,,,,
KFSC27W6,1.437,HC,Y,,,,,
KFSC27W7,1.186,HC,Y,,,,,
KFSC27W8,1.737,HC,Y,,,,,
KFSC27W9,1.442,HC,Y,,,,,
KFSC27W10,1.868,NB,Y,,,,,
KFSC27W11,1.857,NB,Y,,,,,
KFSC27W12,1.984,NB,Y,,,,,
KFSC27W13,1.932,NB,Y,,,,,
KFSC27W14,1.953,NB,Y,,,,,
KFSC27W15,1.646,NB,Y,,,,,
KFSC27W16,1.891,NB,Y,,,,,
KFSC27W17,1.965,NB,Y,,,,,
KFSC27W18,1.766,PF,N,,,,,
KFSC27W19,1.617,PF,N,,,,,
KFSC27W20,1.846,PF,N,,,,,
,,,,,,,,
KFSC28W2,1.17,HC,Y,podzolica,,,,
KFSC28W3,1.375,HC,Y,,,,,
KFSC28W4,1.432,HC,Y,,,,,
KFSC28W5,1.3,HC,Y,,,,,
KFSC28W6,1.368,HC,Y,,,,,
KFSC28W7,1.178,HC,Y,,,,,
KFSC28W8,1.228,HC,Y,,,,,
KFSC28W9,1.383,HC,Y,,,,,
KFSC28W10,1.143,NB,N,,,,,
KFSC28W11,1.3,NB,N,,,,,
KFSC28W12,1.429,NB,N,,,,,
KFSC28W13,1.414,NB,N,,,,,
KFSC28W14,1.386,NB,N,,,,,
KFSC28W15,1.213,PF,Y,,,,,
KFSC28W16,1.311,PF,Y,,,,,
KFSC28W17,1.197,PF,N,,,,,
KFSC28W18,1.114,PF,N,,,,,
KFSC28W19,1.165,PF,N,,,,,
KFSC28W20,1.108,PF,N,,,,,
KFSC28W21,1.213,PF,N,,,,,
,,,,,,,,
BLAC2W2,1.023,HC,Y,neoclara,,,,
BLAC2W3,1.093,HC,Y,,,,,
BLAC2W4,1.024,HC,Y,,,,,
BLAC2W5,1.132,HC,Y,,,,,
BLAC2W6,1.154,HC,Y,,,,,
BLAC2W7,1.08,HC,Y,,,,,
BLAC2W8,1.127,HC,Y,,,,,
BLAC2W9,1.104,HC,Y,,,,,
BLAC2W10,1.044,NB,N,,,,,
BLAC2W11,1.09,NB,N,,,,,
BLAC2W12,1.18,NB,N,,,,,
BLAC2W13,1.103,NB,N,,,,,
BLAC2W14,1.09,NB,N,,,,,
BLAC2W15,1.165,PF,Y,,,,,
BLAC2W16,1.067,PF,N,,,,,
BLAC2W17,1.148,PF,N,,,,,
BLAC2W18,1.078,PF,N,,,,,
BLAC2W19,0.989,PF,N,,,,,
BLAC2W20,1.145,PF,N,,,,,
BLAC2W21,1.237,PF,N,,,,,
BLAC2W22,1.104,PF,N,,,,,
,,,,,,,,
BLAC3W2,1.069,HC,Y,obscuriventris? Failed RADseq,,,,
BLAC3W3,1.295,HC,Y,,,,,
BLAC3W4,1.224,HC,Y,,,,,
BLAC3W5,1.027,HC,Y,,,,,
BLAC3W6,1.059,HC,Y,,,,,
BLAC3W7,1.23,HC,Y,,,,,
BLAC3W8,1.184,HC,Y,,,,,
BLAC3W9,1.25,HC,Y,,,,,
BLAC3W10,1.907,NB,Y,,,,,
BLAC3W11,1.801,NB,Y,,,,,
BLAC3W12,1.873,NB,Y,,,,,
BLAC3W13,1.758,NB,Y,,,,,
BLAC3W14,1.918,NB,Y,,,,,
BLAC3W15,1.852,NB,Y,,,,,
BLAC3W16,1.799,NB,Y,,,,,
BLAC3W17,1.707,NB,Y,,,,,
BLAC3W18,1.9,PF,N,,,,,
BLAC3W19,1.855,PF,N,,,,,
BLAC3W20,1.815,PF,N,,,,,
BLAC3W21,1.936,PF,N,,,,,
BLAC3W22,1.985,PF,N,,,,,
BLAC3W23,1.787,PF,N,,,,,
BLAC3W24,1.854,PF,N,,,,,
BLAC3W25,1.955,PF,N,,,,,
,,,,,,,,
BLAC4W2,1.127,HC,Y,neoclara,,,,
BLAC4W3,1.024,HC,Y,neoclara,,,,
BLAC4W4,1.092,HC,Y,neoclara,,,,
BLAC4W5,0.998,HC,Y,neoclara,,,,
BLAC4W6,1.025,HC,Y,neoclara,,,,
BLAC4W7,1.008,HC,Y,neoclara,,,,
BLAC4W8,1.027,HC,Y,neoclara,,,,
BLAC4W9,1.038,HC,Y,neoclara,,,,
BLAC4W10,1.371,NB,N,neoclara,,,,
BLAC4W11,1.106,NB,N,neoclara,,,,
BLAC4W12,1.322,PF,Y,neoclara,,,,
BLAC4W13,1.26,PF,N,neoclara,,,,
BLAC4W14,1.165,PF,N,neoclara,,,,
BLAC4W15,1.209,PF,N,neoclara,,,,
BLAC4W16,1.277,PF,N,neoclara,,,,
BLAC4W17,1.068,PF,N,neoclara,,,,
BLAC4W18,1.385,PF,N,neoclara,,,,
BLAC4W19,1.272,PF,N,neoclara,,,,
BLAC4W20,1.29,PF,N,neoclara,,,,
,,,,,,,,
EXSC1W2,1.181,HC,Y,dakotensis,,,,
EXSC1W3,1.222,HC,Y,dakotensis,,,,
EXSC1W4,1.096,HC,Y,dakotensis,,,,
EXSC1W5,1.092,HC,Y,dakotensis,,,,
EXSC1W6,0.998,HC,Y,dakotensis,,,,
EXSC1W7,1.128,HC,Y,dakotensis,,,,
EXSC1W8,1.337,HC,Y,dakotensis,,,,
EXSC1W9,1.006,HC,Y,dakotensis,,,,
EXSC1W10,1.309,NB,N,dakotensis,,,,
EXSC1W11,1.332,NB,N,dakotensis,,,,
EXSC1W12,1.402,NB,N,dakotensis,,,,
EXSC1W13,1.399,NB,N,dakotensis,,,,
EXSC1W14,1.36,NB,N,dakotensis,,,,
EXSC1W15,1.263,NB,N,dakotensis,,,,
EXSC1W16,1.317,NB,N,dakotensis,,,,
EXSC1W17,1.297,NB,N,dakotensis,,,,
EXSC1W18,1.294,PF,Y,dakotensis,,,,
EXSC1W19,1.447,PF,N,dakotensis,,,,
EXSC1W20,1.333,PF,N,dakotensis,,,,
EXSC1W21,1.154,PF,N,dakotensis,,,,
EXSC1W22,1.461,PF,N,dakotensis,,,,
EXSC1W23,1.33,PF,N,dakotensis,,,,
EXSC1W24,1.1,PF,N,dakotensis,,,,
EXSC1W25,1.197,PF,N,dakotensis,,,,
,,,,,,,,
EXSC3W2,1.272,HC,Y,dakotensis,,,,
EXSC3W3,1.191,HC,Y,dakotensis,,,,
EXSC3W4,1.154,HC,Y,dakotensis,,,,
EXSC3W5,1.147,HC,Y,dakotensis,,,,
EXSC3W6,1.277,HC,Y,dakotensis,,,,
EXSC3W7,1.274,HC,Y,dakotensis,,,,
EXSC3W8,1.066,HC,Y,dakotensis,,,,
EXSC3W9,1.031,HC,Y,dakotensis,,,,
EXSC3W10,1.261,NB,Y,dakotensis,,,,
EXSC3W11,1.328,NB,Y,dakotensis,,,,
EXSC3W12,1.163,NB,N,dakotensis,,,,
EXSC3W13,1.26,NB,N,dakotensis,,,,
EXSC3W14,1.266,NB,N,dakotensis,,,,
EXSC3W15,1.216,NB,N,dakotensis,,,,
EXSC3W16,1.356,NB,N,dakotensis,,,,
EXSC3W17,1.155,NB,N,dakotensis,,,,
EXSC3W18,1.195,PF,N,dakotensis,,,,
EXSC3W19,1.137,PF,N,dakotensis,,,,
EXSC3W20,1.31,PF,N,dakotensis,,,,
EXSC3W21,1.352,PF,N,dakotensis,,,,
EXSC3W22,1.298,PF,N,dakotensis,,,,
EXSC3W23,1.264,PF,N,dakotensis,,,,
,,,,,,,,
EXSC4W2,1.113,HC,Y,neoclara,,,,
EXSC4W3,1.231,HC,Y,neoclara,,,,
EXSC4W4,1.212,HC,Y,neoclara,,,,
EXSC4W5,1.252,HC,Y,neoclara,,,,
EXSC4W6,1.238,HC,Y,neoclara,,,,
EXSC4W7,1.195,HC,Y,neoclara,,,,
EXSC4W8,1.093,HC,Y,neoclara,,,,
EXSC4W9,1.089,HC,Y,neoclara,,,,
EXSC4W10,1.237,NB,N,neoclara,,,,
EXSC4W11,1.273,NB,N,neoclara,,,,
EXSC4W12,1.201,PF,N,neoclara,,,,
EXSC4W13,1.163,PF,N,neoclara,,,,
EXSC4W14,1.095,PF,N,neoclara,,,,
EXSC4W15,1.241,PF,N,neoclara,,,,
EXSC4W16,1.147,PF,N,neoclara,,,,
EXSC4W17,1.056,PF,N,neoclara,,,,
EXSC4W18,1.164,PF,N,neoclara,,,,
EXSC4W19,1.197,PF,N,neoclara,,,,
,,,,,,,,
WASC1W2,1.24,HC,Y,obscuriventris,,,,
WASC1W3,1.145,HC,Y,obscuriventris,,,,
WASC1W4,1.688,HC,Y,obscuriventris,,,,
WASC1W5,1.227,HC,Y,obscuriventris,,,,
WASC1W6,1.19,HC,Y,obscuriventris,,,,
WASC1W7,1.503,HC,Y,obscuriventris,,,,
WASC1W8,1.11,HC,Y,obscuriventris,,,,
WASC1W9,1.126,HC,Y,obscuriventris,,,,
WASC1W10,1.529,NB,N,obscuriventris,,,,
WASC1W11,1.879,NB,N,obscuriventris,,,,
WASC1W12,1.926,NB,N,obscuriventris,,,,
WASC1W13,1.862,NB,N,obscuriventris,,,,
WASC1W14,1.898,NB,N,obscuriventris,,,,
WASC1W15,1.875,NB,N,obscuriventris,,,,
WASC1W16,1.901,NB,N,obscuriventris,,,,
WASC1W17,1.651,NB,N,obscuriventris,,,,
WASC1W18,1.91,PF,N,obscuriventris,,,,
WASC1W19,1.823,PF,N,obscuriventris,,,,
WASC1W20,1.906,PF,N,obscuriventris,,,,
WASC1W21,1.676,PF,N,obscuriventris,,,,
WASC1W22,1.774,PF,N,obscuriventris,,,,
WASC1W23,1.755,PF,N,obscuriventris,,,,
WASC1W24,1.733,PF,N,obscuriventris,,,,
WASC1W25,1.98,PF,N,obscuriventris,,,,
,,,,,,,,
WASC2W2,1.372,HC,N,podzolica,,,,
WASC2W3,1.417,HC,N,podzolica,,,,
WASC2W4,1.396,HC,N,podzolica,,,,
WASC2W5,1.394,HC,N,podzolica,,,,
WASC2W6,1.388,HC,N,podzolica,,,,
WASC2W7,1.391,HC,N,podzolica,,,,
WASC2W8,1.459,HC,N,podzolica,,,,
WASC2W9,1.296,HC,N,podzolica,,,,
WASC2W10,1.406,NB,Y,podzolica,,,,
WASC2W11,1.338,NB,N,podzolica,,,,
WASC2W12,1.332,NB,N,podzolica,,,,
WASC2W13,1.443,NB,N,podzolica,,,,
WASC2W14,1.391,NB,N,podzolica,,,,
WASC2W15,1.448,NB,N,podzolica,,,,
WASC2W16,1.444,NB,N,podzolica,,,,
WASC2W17,1.41,NB,N,podzolica,,,,
WASC2W18,1.375,PF,N,podzolica,,,,
WASC2W19,1.508,PF,N,podzolica,,,,
WASC2W20,1.343,PF,N,podzolica,,,,
WASC2W21,1.379,PF,N,podzolica,,,,
WASC2W22,1.238,PF,N,podzolica,,,,
WASC2W23,1.382,PF,N,podzolica,,,,
WASC2W24,1.334,PF,N,podzolica,,,,
WASC2W25,1.443,PF,N,podzolica,,,,
,,,,,,,,
PLOC1W2,1.379,HC,Y,neoclara,,,,
PLOC1W3,1.267,HC,Y,neoclara,,,,
PLOC1W4,1.192,HC,Y,neoclara,,,,
PLOC1W5,1.21,HC,Y,neoclara,,,,
PLOC1W6,1.177,HC,Y,neoclara,,,,
PLOC1W7,1.229,HC,Y,neoclara,,,,
PLOC1W8,1.269,HC,Y,neoclara,,,,
PLOC1W9,1.238,HC,Y,neoclara,,,,
PLOC1W10,1.194,NB,N,neoclara,,,,
PLOC1W11,1.246,NB,N,neoclara,,,,
PLOC1W12,1.312,NB,N,neoclara,,,,
PLOC1W13,1.317,NB,N,neoclara,,,,
PLOC1W14,1.152,NB,N,neoclara,,,,
PLOC1W15,1.31,NB,N,neoclara,,,,
PLOC1W16,1.327,NB,N,neoclara,,,,
PLOC1W17,1.332,PF,N,neoclara,,,,
PLOC1W18,1.267,PF,N,neoclara,,,,
PLOC1W19,1.366,PF,N,neoclara,,,,
PLOC1W20,1.277,PF,N,neoclara,,,,
PLOC1W21,1.274,PF,N,neoclara,,,,
PLOC1W22,1.231,PF,N,neoclara,,,,
PLOC1W23,1.307,PF,N,neoclara,,,,
PLOC1W24,1.266,PF,N,neoclara,,,,
,,,,,,,,
PLOC2W2,1.407,HC,Y,podzolica,,,,
PLOC2W3,1.427,HC,N,podzolica,,,,
PLOC2W4,1.277,HC,N,podzolica,,,,
PLOC2W5,1.216,HC,N,podzolica,,,,
PLOC2W6,1.405,HC,N,podzolica,,,,
PLOC2W7,1.318,HC,N,podzolica,,,,
PLOC2W8,1.388,HC,N,podzolica,,,,
PLOC2W9,1.411,HC,N,podzolica,,,,
PLOC2W10,1.283,NB,N,podzolica,,,,
PLOC2W11,1.148,NB,N,podzolica,,,,
PLOC2W12,1.426,NB,N,podzolica,,,,
PLOC2W13,1.168,NB,N,podzolica,,,,
PLOC2W14,1.165,NB,N,podzolica,,,,
PLOC2W15,1.411,NB,N,podzolica,,,,
PLOC2W16,1.397,NB,N,podzolica,,,,
PLOC2W17,1.494,NB,N,podzolica,,,,
PLOC2W18,1.399,PF,Y,podzolica,,,,
PLOC2W19,1.216,PF,N,podzolica,,,,
PLOC2W20,1.165,PF,N,podzolica,,,,
PLOC2W21,1.097,PF,N,podzolica,,,,
PLOC2W22,1.027,PF,N,podzolica,,,,
PLOC2W23,1.3,PF,N,podzolica,,,,
PLOC2W24,1.254,PF,N,podzolica,,,,
PLOC2W25,1.152,PF,N,podzolica,,,,
,,,,,,,,
CMOC2W2,1.257,HC,Y,aserva,,,,
CMOC2W3,1.164,HC,Y,aserva,,,,
CMOC2W4,1.158,HC,Y,aserva,,,,
CMOC2W5,1.516,HC,Y,aserva,,,,
CMOC2W6,1.364,HC,Y,aserva,,,,
CMOC2W7,1.148,HC,Y,aserva,,,,
CMOC2W8,1.137,HC,Y,aserva,,,,
CMOC2W9,1.187,HC,Y,aserva,,,,
CMOC2W10,1.741,NB,Y,aserva,,,,
CMOC2W11,1.71,NB,N,aserva,,,,
CMOC2W12,1.956,NB,N,aserva,,,,
CMOC2W13,1.495,NB,N,aserva,,,,
CMOC2W14,1.524,NB,N,aserva,,,,
CMOC2W15,1.522,NB,N,aserva,,,,
CMOC2W16,1.357,NB,N,aserva,,,,
CMOC2W17,1.845,NB,N,aserva,,,,
CMOC2W18,1.754,PF,N,aserva,,,,
CMOC2W19,1.526,PF,N,aserva,,,,
CMOC2W20,1.551,PF,N,aserva,,,,
CMOC2W21,1.868,PF,N,aserva,,,,
CMOC2W22,1.954,PF,N,aserva,,,,
CMOC2W23,1.884,PF,N,aserva,,,,
CMOC2W24,1.75,PF,N,aserva,,,,
,,,,,,,,
GLAC1W2,1.275,HC,Y,neoclara,,,,
GLAC1W3,1.236,HC,Y,neoclara,,,,
GLAC1W4,1.201,HC,N,neoclara,,,,
GLAC1W5,1.15,HC,N,neoclara,,,,
GLAC1W6,1.142,HC,N,neoclara,,,,
GLAC1W7,1.11,HC,N,neoclara,,,,
GLAC1W8,1.095,HC,N,neoclara,,,,
GLAC1W9,1.2,HC,N,neoclara,,,,
GLAC1W10,1.171,NB,N,neoclara,,,,
GLAC1W11,1.218,NB,N,neoclara,,,,
GLAC1W12,1.16,NB,N,neoclara,,,,
GLAC1W13,1.198,NB,N,neoclara,,,,
GLAC1W14,1.116,NB,N,neoclara,,,,
GLAC1W15,1.099,NB,N,neoclara,,,,
GLAC1W16,1.017,NB,N,neoclara,,,,
GLAC1W17,1.148,NB,N,neoclara,,,,
GLAC1W18,1.179,PF,N,neoclara,,,,
GLAC1W19,1.156,PF,N,neoclara,,,,
GLAC1W20,1.143,PF,N,neoclara,,,,
GLAC1W21,1.059,PF,N,neoclara,,,,
GLAC1W22,1.15,PF,N,neoclara,,,,
GLAC1W23,1.275,PF,N,neoclara,,,,
GLAC1W24,1.133,PF,N,neoclara,,,,
GLAC1W25,1.012,PF,N,neoclara,,,,
,,,,,,,,
SYLC1W2,1.039,HC,Y,glacialis,,,,
SYLC1W3,1.102,HC,Y,glacialis,,,,
SYLC1W4,1.036,HC,Y,glacialis,,,,
SYLC1W5,1.204,HC,Y,glacialis,,,,
SYLC1W6,1.318,HC,Y,glacialis,,,,
SYLC1W7,1.114,HC,Y,glacialis,,,,
SYLC1W8,1.09,HC,Y,glacialis,,,,
SYLC1W9,1.233,HC,Y,glacialis,,,,
SYLC1W10,1.257,NB,Y,glacialis,,,,
SYLC1W11,1.418,NB,Y,glacialis,,,,
SYLC1W12,1.309,NB,Y,glacialis,,,,
SYLC1W13,1.055,NB,Y,glacialis,,,,
SYLC1W14,1.254,NB,Y,glacialis,,,,
SYLC1W15,1.215,NB,Y,glacialis,,,,
SYLC1W16,1.284,NB,N,glacialis,,,,
SYLC1W17,1.296,NB,N,glacialis,,,,
SYLC1W18,1.106,PF,N,glacialis,,,,
SYLC1W19,1.248,PF,N,glacialis,,,,
SYLC1W20,0.994,PF,N,glacialis,,,,
SYLC1W21,1.287,PF,N,glacialis,,,,
SYLC1W22,1.307,PF,N,glacialis,,,,
SYLC1W23,1.291,PF,N,glacialis,,,,
SYLC1W24,1.341,PF,N,glacialis,,,,
SYLC1W25,1.19,PF,N,glacialis,,,,
,,,,,,,,
CMOC3W2,1.706,HC,Y,rufa sp. 1,,,,
CMOC3W3,1.15,HC,Y,rufa sp. 1,,,,
CMOC3W4,1.346,HC,Y,rufa sp. 1,,,,
CMOC3W5,1.284,HC,Y,rufa sp. 1,,,,
CMOC3W6,1.028,HC,Y,rufa sp. 1,,,,
CMOC3W7,1.127,HC,Y,rufa sp. 1,,,,
CMOC3W8,1.222,HC,N,rufa sp. 1,,,,
CMOC3W9,1.236,HC,N,rufa sp. 1,,,,
CMOC3W10,1.829,NB,Y,rufa sp. 1,,,,
CMOC3W11,1.829,NB,Y,rufa sp. 1,,,,
CMOC3W12,1.857,NB,Y,rufa sp. 1,,,,
CMOC3W13,1.79,NB,N,rufa sp. 1,,,,
CMOC3W14,1.821,NB,N,rufa sp. 1,,,,
CMOC3W15,1.588,NB,N,rufa sp. 1,,,,
CMOC3W16,1.648,NB,N,rufa sp. 1,,,,
CMOC3W17,1.862,NB,N,rufa sp. 1,,,,
CMOC3W18,1.747,PF,N,rufa sp. 1,,,,
CMOC3W19,1.723,PF,N,rufa sp. 1,,,,
CMOC3W20,1.912,PF,N,rufa sp. 1,,,,
CMOC3W21,1.826,PF,N,rufa sp. 1,,,,
CMOC3W22,1.475,PF,N,rufa sp. 1,,,,
CMOC3W23,1.667,PF,N,rufa sp. 1,,,,
CMOC3W24,1.804,PF,N,rufa sp. 1,,,,
CMOC3W25,1.852,PF,N,rufa sp. 1,,,,
,,,,,,,,
GLAC2W2,1.043,HC,Y,rufa sp. 2,,,,
GLAC2W3,1.042,HC,Y,rufa sp. 2,,,,
GLAC2W4,1.266,HC,Y,rufa sp. 2,,,,
GLAC2W5,0.995,HC,Y,rufa sp. 2,,,,
GLAC2W6,0.981,HC,Y,rufa sp. 2,,,,
GLAC2W7,1.209,HC,Y,rufa sp. 2,,,,
GLAC2W8,1.108,HC,Y,rufa sp. 2,,,,
GLAC2W9,1.163,HC,Y,rufa sp. 2,,,,
GLAC2W10,1.191,NB,N,rufa sp. 2,,,,
GLAC2W11,1.672,NB,N,rufa sp. 2,,,,
GLAC2W12,1.713,PF,N,rufa sp. 2,,,,
GLAC2W13,1.744,PF,N,rufa sp. 2,,,,
GLAC2W14,1.403,PF,N,rufa sp. 2,,,,
GLAC2W15,1.234,PF,N,rufa sp. 2,,,,
,,,,,,,,
PLOC3W2,1.276,HC,Y,neorufibarbes,,,,
PLOC3W3,1.491,HC,Y,neorufibarbes,,,,
PLOC3W4,1.252,HC,Y,neorufibarbes,,,,
PLOC3W5,1.194,HC,Y,neorufibarbes,,,,
PLOC3W6,1.369,HC,Y,neorufibarbes,,,,
PLOC3W7,1.266,HC,Y,neorufibarbes,,,,
PLOC3W8,1.343,HC,Y,neorufibarbes,,,,
PLOC3W9,1.243,HC,Y,neorufibarbes,,,,
PLOC3W10,1.451,NB,Y,neorufibarbes,,,,
PLOC3W11,1.449,NB,Y,neorufibarbes,,,,
PLOC3W12,1.53,NB,N,neorufibarbes,,,,
PLOC3W13,1.383,NB,N,neorufibarbes,,,,
PLOC3W14,1.403,NB,N,neorufibarbes,,,,
PLOC3W15,1.494,NB,N,neorufibarbes,,,"PLOC, GLAC, CMOC, SYLC, GLAC, CMOC, PLOC, WASC, EXSC, BLAC, KFSC, NHIC, SYLC, NHIC, SYLC, BLAC, SYLC, BLAC, KFSC, ",
PLOC3W16,1.331,NB,N,neorufibarbes,,,,
PLOC3W17,1.368,NB,N,neorufibarbes,,,,
PLOC3W18,1.447,PF,N,neorufibarbes,,,,
PLOC3W19,1.432,PF,N,neorufibarbes,,,,
PLOC3W20,1.39,PF,N,neorufibarbes,,,,
PLOC3W21,1.307,PF,N,neorufibarbes,,,,
PLOC3W22,1.449,PF,N,neorufibarbes,,,,
PLOC3W23,1.277,PF,N,neorufibarbes,,,,
PLOC3W24,1.382,PF,N,neorufibarbes,,,,
PLOC3W25,1.332,PF,N,neorufibarbes,,,,
